descent,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
2.586,,,,,,
4.043,,,,,,
3.237,,,,,,
4.319,,,,,,
2.709,,,,,,
4.424,,,,,,
2.051,,,,,,
5.88,,,,,,
4.562,,,,,,
3.866,,,,,,
3.798,,,,,,
3.441,,,,,,
3.946,,,,,,
2.207,,,,,,
4.496,,,,,,
2.001,,,,,,
0.799,,,,,,
4.98,,,,,,
2.957,,,,,,
5.633,,,,,,
0.54,,,,,,
2.67,,,,,,
2.235,,,,,,
2.366,,,,,,
2.088,,,,,,
2.625,,,,,,
6.898,,,,,,
2.48,,,,,,
2.028,,,,,,
6.861,,,,,,
4.498,,,,,,
3.39,,,,,,
2.728,,,,,,
1.325,,,,,,
2.214,,,,,,
0.412,,,,,,
2.004,,,,,,
0.072,,,,,,
2.286,,,,,,
4.395,,,,,,
3.762,,,,,,
4.376,,,,,,
3.574,,,,,,
6.886,,,,,,
2.563,,,,,,
4.151,,,,,,
3.859,,,,,,
4.761,,,,,,
2.145,,,,,,
2.712,,,,,,
2.571,,,,,,
4.249,,,,,,
4.341,,,,,,
5.961,,,,,,
4.405,,,,,,
5.807,,,,,,
7.861,,,,,,
3.588,,,,,,
2.814,,,,,,
6.678,,,,,,
4.305,,,,,,
3.782,,,,,,
2.092,,,,,,
4.567,,,,,,
4.755,,,,,,
5.706,,,,,,
2.449,,,,,,
1.223,,,,,,
2.261,,,,,,
5.175,,,,,,
0.973,,,,,,
4.478,,,,,,
4.661,,,,,,
4.617,,,,,,
2.102,,,,,,
2.856,,,,,,
4.7,,,,,,
3.135,,,,,,
2.786,,,,,,
4.201,,,,,,
0.233,,,,,,
2.034,,,,,,
2.668,,,,,,
5.5,,,,,,
3.729,,,,,,
2.972,,,,,,
4.327,,,,,,
5.609,,,,,,
0.649,,,,,,
2.465,,,,,,
4.959,,,,,,
5.49,,,,,,
5.797,,,,,,
1.259,,,,,,
0.551,,,,,,
2.138,,,,,,
3.052,,,,,,
4.405,,,,,,
3.725,,,,,,
1.996,,,,,,
6.039,,,,,,
4.683,,,,,,
4.655,,,,,,
5.183,,,,,,
3.026,,,,,,
2.235,,,,,,
3.85,,,,,,
5.077,,,,,,
8.204,,,,,,
1.832,,,,,,
2.218,,,,,,
4.371,,,,,,
1.522,,,,,,
2.786,,,,,,
3.479,,,,,,
2.129,,,,,,
2.55,,,,,,
1.996,,,,,,
1.756,,,,,,
3.256,,,,,,
3.207,,,,,,
2.787,,,,,,
2.942,,,,,,
2.119,,,,,,
3.44,,,,,,
4.243,,,,,,
3.995,,,,,,
3.097,,,,,,
2.89,,,,,,
4.568,,,,,,
2.251,,,,,,
3.542,,,,,,
2.75,,,,,,
0.897,,,,,,
5.268,,,,,,
0.726,,,,,,
2.283,,,,,,
5.163,,,,,,
4.055,,,,,,
2.323,,,,,,
3.197,,,,,,
6.1,,,,,,
4.755,,,,,,
4.407,,,,,,
2.721,,,,,,
2.019,,,,,,
2.541,,,,,,
2.119,,,,,,
2.276,,,,,,
4.704,,,,,,
2.456,,,,,,
2.302,,,,,,
1.144,,,,,,
2.123,,,,,,
3.068,,,,,,
4.678,,,,,,
0.743,,,,,,
3.026,,,,,,
2.741,,,,,,
5.471,,,,,,
3.406,,,,,,
2.823,,,,,,
2.445,,,,,,
2.082,,,,,,
2.153,,,,,,
2.658,,,,,,
3.359,,,,,,
3.07,,,,,,
4.107,,,,,,
2.1,,,,,,
2.93,,,,,,
2.088,,,,,,
2.458,,,,,,
4.319,,,,,,
2.241,,,,,,
1.15,,,,,,
2.526,,,,,,
3.001,,,,,,
2.491,,,,,,
4.061,,,,,,
3.462,,,,,,
5.973,,,,,,
6.28,,,,,,
5.011,,,,,,
2.641,,,,,,
4.546,,,,,,
3.948,,,,,,
2.932,,,,,,
2.384,,,,,,
0.48,,,,,,
2.582,,,,,,
2.202,,,,,,
2.25,,,,,,
4.808,,,,,,
2.354,,,,,,
5.353,,,,,,
1.991,,,,,,
2.31,,,,,,
2.25,,,,,,
4.408,,,,,,
4.071,,,,,,
2.342,,,,,,
4.632,,,,,,
4.495,,,,,,
2.111,,,,,,
2.216,,,,,,
0.082,,,,,,
3.683,,,,,,
4.55,,,,,,
4.513,,,,,,
3.016,,,,,,
4.491,,,,,,
5.98,,,,,,
6.537,,,,,,
2.242,,,,,,
2.976,,,,,,
2.532,,,,,,
4.259,,,,,,
6.359,,,,,,
3.871,,,,,,
2.036,,,,,,
2.22,,,,,,
4.628,,,,,,
2.201,,,,,,
6.357,,,,,,
4.626,,,,,,
0.366,,,,,,
3.321,,,,,,
5.732,,,,,,
2.662,,,,,,
1.122,,,,,,
2.231,,,,,,
0.171,,,,,,
4.729,,,,,,
1.766,,,,,,
0.635,,,,,,
4.153,,,,,,
2.35,,,,,,
3.364,,,,,,
5.925,,,,,,
2.25,,,,,,
2.03,,,,,,
2.613,,,,,,
2.604,,,,,,
2.461,,,,,,
4.573,,,,,,
2.971,,,,,,
1.75,,,,,,
4.997,,,,,,
5.749,,,,,,
0.408,,,,,,
3.533,,,,,,
4.216,,,,,,
0.465,,,,,,
0.095,,,,,,
2.073,,,,,,
4.279,,,,,,
2.825,,,,,,
2.206,,,,,,
2.035,,,,,,
4.78,,,,,,
2.112,,,,,,
2.018,,,,,,
2.736,,,,,,
0.237,,,,,,
2.22,,,,,,
3.57,,,,,,
5.39,,,,,,
4.331,,,,,,
2.067,,,,,,
3.178,,,,,,
5.814,,,,,,
3.42,,,,,,
3.043,,,,,,
3.261,,,,,,
2.75,,,,,,
0.713,,,,,,
2.445,,,,,,
2.317,,,,,,
2.168,,,,,,
2.259,,,,,,
2.535,,,,,,
5.643,,,,,,
2.06,,,,,,
2.307,,,,,,
7.345,,,,,,
6.367,,,,,,
4.642,,,,,,
2.965,,,,,,
2.16,,,,,,
2.898,,,,,,
4.242,,,,,,
2.934,,,,,,
5.048,,,,,,
6.012,,,,,,
2.499,,,,,,
2.267,,,,,,
2.094,,,,,,
0.356,,,,,,
5.601,,,,,,
6.34,,,,,,
1.756,,,,,,
4.404,,,,,,
2.3,,,,,,
2.62,,,,,,
2.294,,,,,,
2.571,,,,,,
2.176,,,,,,
6.867,,,,,,
3.033,,,,,,
2.89,,,,,,
4.208,,,,,,
4.947,,,,,,
2.658,,,,,,
2.496,,,,,,
2.868,,,,,,
2.147,,,,,,
0.73,,,,,,
2.314,,,,,,
3.485,,,,,,
5.154,,,,,,
4.69,,,,,,
0.597,,,,,,
3.472,,,,,,
0.152,,,,,,
2.864,,,,,,
0.245,,,,,,
2.557,,,,,,
2.214,,,,,,
2.761,,,,,,
1.349,,,,,,
2.629,,,,,,
2.262,,,,,,
4.568,,,,,,
2.581,,,,,,
2.016,,,,,,
5.11,,,,,,
5.573,,,,,,
4.828,,,,,,
3.857,,,,,,
3.468,,,,,,
5.466,,,,,,
0.653,,,,,,
2.561,,,,,,
1.42,,,,,,
5.119,,,,,,
2.811,,,,,,
2.302,,,,,,
2.442,,,,,,
2.349,,,,,,
3.361,,,,,,
4.255,,,,,,
5.905,,,,,,
2.456,,,,,,
0.783,,,,,,
2.837,,,,,,
3.647,,,,,,
1.255,,,,,,
2.384,,,,,,
2.745,,,,,,
2.506,,,,,,
3.607,,,,,,
3.016,,,,,,
2.305,,,,,,
4.638,,,,,,
2.089,,,,,,
3.441,,,,,,
3.74,,,,,,
3.291,,,,,,
5.345,,,,,,
0.069,,,,,,
2.195,,,,,,
2.12,,,,,,
1.419,,,,,,
2.027,,,,,,
5.074,,,,,,
5.173,,,,,,
3.937,,,,,,
2.037,,,,,,
2.788,,,,,,
2.918,,,,,,
2.248,,,,,,
2.019,,,,,,
6.886,,,,,,
2.989,,,,,,
2.535,,,,,,
2.615,,,,,,
1.278,,,,,,
2.276,,,,,,
6.365,,,,,,
5.571,,,,,,
4.362,,,,,,
1.739,,,,,,
2.231,,,,,,
2.392,,,,,,
2.31,,,,,,
5.223,,,,,,
4.685,,,,,,
0.203,,,,,,
2.456,,,,,,
4.104,,,,,,
0.069,,,,,,
4.582,,,,,,
2.821,,,,,,
4.318,,,,,,
2.345,,,,,,
5.111,,,,,,
4.836,,,,,,
1.288,,,,,,
6.806,,,,,,
2.975,,,,,,
0.591,,,,,,
4.764,,,,,,
6.179,,,,,,
3.01,,,,,,
1.509,,,,,,
3.039,,,,,,
4.682,,,,,,
0.985,,,,,,
5.888,,,,,,
1.998,,,,,,
1.993,,,,,,
3.124,,,,,,
2.505,,,,,,
2.642,,,,,,
3.218,,,,,,
4.275,,,,,,
2.57,,,,,,
4.113,,,,,,
6.119,,,,,,
4.702,,,,,,
5.108,,,,,,
4.215,,,,,,
2.657,,,,,,
5.271,,,,,,
0.895,,,,,,
2.265,,,,,,
2.366,,,,,,
2.516,,,,,,
4.892,,,,,,
2.379,,,,,,
4.866,,,,,,
2.788,,,,,,
4.018,,,,,,
4.982,,,,,,
3.574,,,,,,
2.83,,,,,,
2.133,,,,,,
1.042,,,,,,
2.392,,,,,,
2.153,,,,,,
2.896,,,,,,
3.885,,,,,,
5.902,,,,,,
2.389,,,,,,
8.067,,,,,,
0.399,,,,,,
2.734,,,,,,
5.289,,,,,,
0.508,,,,,,
3.411,,,,,,
0.607,,,,,,
2.61,,,,,,
4.784,,,,,,
2.654,,,,,,
2.191,,,,,,
2.224,,,,,,
3.148,,,,,,
2.795,,,,,,
4.965,,,,,,
5.726,,,,,,
3.682,,,,,,
2.038,,,,,,
0.429,,,,,,
2.234,,,,,,
4.957,,,,,,
2.732,,,,,,
2.027,,,,,,
2.99,,,,,,
4.214,,,,,,
4.551,,,,,,
2.96,,,,,,
1.327,,,,,,
4.353,,,,,,
3.334,,,,,,
3.192,,,,,,
2.036,,,,,,
2.709,,,,,,
6.678,,,,,,
2.878,,,,,,
3.728,,,,,,
2.21,,,,,,
2.189,,,,,,
2.173,,,,,,
5.851,,,,,,
2.424,,,,,,
5.861,,,,,,
3.706,,,,,,
4.136,,,,,,
4.114,,,,,,
2.266,,,,,,
4.505,,,,,,
2.98,,,,,,
4.602,,,,,,
2.338,,,,,,
4.992,,,,,,
3.661,,,,,,
2.394,,,,,,
2.085,,,,,,
2.858,,,,,,
2.111,,,,,,
4.852,,,,,,
4.367,,,,,,
2.404,,,,,,
4.835,,,,,,
2.746,,,,,,
4.247,,,,,,
3.278,,,,,,
2.04,,,,,,
2.418,,,,,,
4.738,,,,,,
2.996,,,,,,
2.074,,,,,,
2.544,,,,,,
2.313,,,,,,
2.945,,,,,,
2.955,,,,,,
2.497,,,,,,
2.47,,,,,,
4.533,,,,,,
2.408,,,,,,
2.433,,,,,,
2.292,,,,,,
7.185,,,,,,
2.252,,,,,,
4.648,,,,,,
2.054,,,,,,
2.113,,,,,,
1.995,,,,,,
4.585,,,,,,
2.345,,,,,,
4.312,,,,,,
3.505,,,,,,
4.984,,,,,,
0.534,,,,,,
4.619,,,,,,
2.088,,,,,,
3.781,,,,,,
4.836,,,,,,
5.316,,,,,,
0.116,,,,,,
3.085,,,,,,
5.551,,,,,,
6.276,,,,,,
1.999,,,,,,
3.506,,,,,,
0.27,,,,,,
2.503,,,,,,
2.3,,,,,,
2.304,,,,,,
2.08,,,,,,
2.728,,,,,,
1.999,,,,,,
4.814,,,,,,
4.673,,,,,,
3.329,,,,,,
2.387,,,,,,
2.3,,,,,,
2.225,,,,,,
2.578,,,,,,
7.623,,,,,,
2.031,,,,,,
4.127,,,,,,
2.013,,,,,,
7.245,,,,,,
2.548,,,,,,
6.17,,,,,,
3.499,,,,,,
6.593,,,,,,
5.061,,,,,,
4.939,,,,,,
2.389,,,,,,
2.459,,,,,,
3.497,,,,,,
2.414,,,,,,
3.822,,,,,,
4.398,,,,,,
4.486,,,,,,
5.291,,,,,,
1.16,,,,,,
4.854,,,,,,
4.797,,,,,,
4.589,,,,,,
2.421,,,,,,
2.434,,,,,,
2.055,,,,,,
5.597,,,,,,
2.565,,,,,,
1.886,,,,,,
2.649,,,,,,
3.06,,,,,,
2.147,,,,,,
5.56,,,,,,
1.987,,,,,,
2.135,,,,,,
2.017,,,,,,
3.228,,,,,,
5.084,,,,,,
3.115,,,,,,
2.237,,,,,,
4.176,,,,,,
8.122,,,,,,
0.505,,,,,,
2.426,,,,,,
4.502,,,,,,
4.493,,,,,,
1.683,,,,,,
2.011,,,,,,
1.764,,,,,,
2.218,,,,,,
2.308,,,,,,
2.427,,,,,,
1.793,,,,,,
5.089,,,,,,
4.957,,,,,,
3.675,,,,,,
0.762,,,,,,
2.845,,,,,,
2.755,,,,,,
4.704,,,,,,
2.993,,,,,,
2.328,,,,,,
2.168,,,,,,
1.765,,,,,,
2.284,,,,,,
2.199,,,,,,
2.528,,,,,,
2.246,,,,,,
1.334,,,,,,
0.714,,,,,,
2.559,,,,,,
7.051,,,,,,
2.009,,,,,,
4.947,,,,,,
4.662,,,,,,
4.839,,,,,,
2.251,,,,,,
5.294,,,,,,
5.044,,,,,,
4.739,,,,,,
0.849,,,,,,
5.07,,,,,,
6.623,,,,,,
2.713,,,,,,
2.782,,,,,,
2.321,,,,,,
3.342,,,,,,
3.462,,,,,,
3.481,,,,,,
2.111,,,,,,
2.047,,,,,,
2.288,,,,,,
2.425,,,,,,
0.168,,,,,,
2.062,,,,,,
2.709,,,,,,
4.203,,,,,,
2.668,,,,,,
1.022,,,,,,
4.781,,,,,,
0.368,,,,,,
2.705,,,,,,
1.885,,,,,,
2.091,,,,,,
2.504,,,,,,
2.66,,,,,,
2.099,,,,,,
5.355,,,,,,
5.24,,,,,,
2.758,,,,,,
2.775,,,,,,
2.989,,,,,,
2.947,,,,,,
5.76,,,,,,
4.66,,,,,,
5.832,,,,,,
2.004,,,,,,
2.689,,,,,,
2.825,,,,,,
2.291,,,,,,
3.244,,,,,,
3.137,,,,,,
2.267,,,,,,
1.913,,,,,,
5.658,,,,,,
2.239,,,,,,
2.441,,,,,,
2.905,,,,,,
2.0,,,,,,
7.36,,,,,,
4.489,,,,,,
3.707,,,,,,
2.415,,,,,,
3.394,,,,,,
2.43,,,,,,
4.402,,,,,,
4.943,,,,,,
2.165,,,,,,
6.456,,,,,,
7.505,,,,,,
2.145,,,,,,
4.706,,,,,,
4.532,,,,,,
1.996,,,,,,
4.838,,,,,,
3.69,,,,,,
5.185,,,,,,
3.734,,,,,,
3.943,,,,,,
4.572,,,,,,
2.169,,,,,,
6.316,,,,,,
0.157,,,,,,
1.352,,,,,,
2.507,,,,,,
2.807,,,,,,
3.605,,,,,,
0.695,,,,,,
2.56,,,,,,
1.982,,,,,,
4.804,,,,,,
2.308,,,,,,
3.678,,,,,,
2.009,,,,,,
4.645,,,,,,
2.254,,,,,,
5.708,,,,,,
0.028,,,,,,
4.055,,,,,,
0.224,,,,,,
2.762,,,,,,
0.386,,,,,,
1.998,,,,,,
3.276,,,,,,
2.78,,,,,,
2.698,,,,,,
6.212,,,,,,
8.527,,,,,,
2.419,,,,,,
3.385,,,,,,
3.163,,,,,,
2.338,,,,,,
4.702,,,,,,
6.376,,,,,,
2.487,,,,,,
2.264,,,,,,
2.096,,,,,,
4.457,,,,,,
2.895,,,,,,
2.824,,,,,,
2.757,,,,,,
1.438,,,,,,
3.449,,,,,,
1.991,,,,,,
2.884,,,,,,
6.114,,,,,,
5.135,,,,,,
2.264,,,,,,
3.148,,,,,,
0.088,,,,,,
4.58,,,,,,
2.408,,,,,,
4.917,,,,,,
2.743,,,,,,
2.095,,,,,,
3.37,,,,,,
4.758,,,,,,
2.849,,,,,,
2.029,,,,,,
2.618,,,,,,
2.061,,,,,,
3.188,,,,,,
1.268,,,,,,
4.167,,,,,,
2.304,,,,,,
5.403,,,,,,
2.998,,,,,,
4.65,,,,,,
2.632,,,,,,
5.022,,,,,,
2.384,,,,,,
4.463,,,,,,
4.881,,,,,,
4.358,,,,,,
2.708,,,,,,
2.384,,,,,,
4.43,,,,,,
2.762,,,,,,
4.398,,,,,,
3.015,,,,,,
4.416,,,,,,
5.874,,,,,,
2.145,,,,,,
1.984,,,,,,
2.605,,,,,,
3.201,,,,,,
6.46,,,,,,
2.977,,,,,,
2.798,,,,,,
2.802,,,,,,
5.205,,,,,,
1.047,,,,,,
2.129,,,,,,
2.821,,,,,,
2.873,,,,,,
2.555,,,,,,
3.32,,,,,,
1.991,,,,,,
3.739,,,,,,
2.394,,,,,,
2.511,,,,,,
4.673,,,,,,
4.475,,,,,,
1.997,,,,,,
4.519,,,,,,
2.102,,,,,,
4.423,,,,,,
4.767,,,,,,
2.545,,,,,,
2.534,,,,,,
2.008,,,,,,
1.983,,,,,,
0.495,,,,,,
5.165,,,,,,
2.987,,,,,,
2.275,,,,,,
2.034,,,,,,
2.631,,,,,,
2.013,,,,,,
6.436,,,,,,
3.789,,,,,,
4.975,,,,,,
0.56,,,,,,
2.277,,,,,,
3.615,,,,,,
2.011,,,,,,
2.184,,,,,,
2.549,,,,,,
5.223,,,,,,
4.578,,,,,,
2.308,,,,,,
3.422,,,,,,
2.057,,,,,,
1.996,,,,,,
0.12,,,,,,
3.225,,,,,,
3.177,,,,,,
2.869,,,,,,
3.705,,,,,,
2.306,,,,,,
5.543,,,,,,
4.954,,,,,,
4.674,,,,,,
2.145,,,,,,
4.296,,,,,,
2.551,,,,,,
2.248,,,,,,
0.053,,,,,,
2.203,,,,,,
4.739,,,,,,
5.338,,,,,,
0.084,,,,,,
4.836,,,,,,
0.149,,,,,,
0.838,,,,,,
2.44,,,,,,
4.982,,,,,,
4.396,,,,,,
2.199,,,,,,
4.98,,,,,,
0.661,,,,,,
3.187,,,,,,
4.29,,,,,,
4.59,,,,,,
0.413,,,,,,
1.08,,,,,,
0.459,,,,,,
2.07,,,,,,
2.721,,,,,,
2.355,,,,,,
2.179,,,,,,
3.625,,,,,,
2.634,,,,,,
3.309,,,,,,
2.06,,,,,,
2.467,,,,,,
4.026,,,,,,
2.044,,,,,,
5.173,,,,,,
5.543,,,,,,
4.41,,,,,,
4.567,,,,,,
0.413,,,,,,
3.214,,,,,,
4.201,,,,,,
2.691,,,,,,
3.817,,,,,,
3.662,,,,,,
4.831,,,,,,
2.052,,,,,,
2.119,,,,,,
3.612,,,,,,
4.352,,,,,,
2.172,,,,,,
2.3,,,,,,
4.524,,,,,,
2.029,,,,,,
4.441,,,,,,
2.059,,,,,,
2.191,,,,,,
2.22,,,,,,
3.33,,,,,,
2.514,,,,,,
4.199,,,,,,
4.437,,,,,,
1.14,,,,,,
4.53,,,,,,
1.36,,,,,,
2.577,,,,,,
4.991,,,,,,
3.409,,,,,,
2.025,,,,,,
4.651,,,,,,
0.185,,,,,,
6.239,,,,,,
6.459,,,,,,
1.91,,,,,,
2.591,,,,,,
4.865,,,,,,
2.243,,,,,,
4.206,,,,,,
2.513,,,,,,
2.095,,,,,,
4.823,,,,,,
6.932,,,,,,
3.635,,,,,,
4.699,,,,,,
2.408,,,,,,
2.401,,,,,,
3.066,,,,,,
2.386,,,,,,
3.122,,,,,,
0.655,,,,,,
4.431,,,,,,
2.157,,,,,,
0.109,,,,,,
2.998,,,,,,
5.258,,,,,,
2.639,,,,,,
2.403,,,,,,
2.114,,,,,,
2.04,,,,,,
2.614,,,,,,
2.931,,,,,,
0.712,,,,,,
3.985,,,,,,
4.686,,,,,,
3.627,,,,,,
4.931,,,,,,
2.313,,,,,,
6.088,,,,,,
2.753,,,,,,
2.217,,,,,,
2.27,,,,,,
5.225,,,,,,
4.271,,,,,,
2.158,,,,,,
2.036,,,,,,
2.174,,,,,,
2.43,,,,,,
2.823,,,,,,
2.812,,,,,,
2.157,,,,,,
2.564,,,,,,
2.972,,,,,,
2.18,,,,,,
3.754,,,,,,
2.464,,,,,,
4.161,,,,,,
5.435,,,,,,
5.329,,,,,,
2.716,,,,,,
3.318,,,,,,
2.217,,,,,,
2.186,,,,,,
2.384,,,,,,
5.307,,,,,,
4.292,,,,,,
2.19,,,,,,
3.235,,,,,,
3.591,,,,,,
2.17,,,,,,
3.489,,,,,,
5.631,,,,,,
1.194,,,,,,
3.738,,,,,,
4.717,,,,,,
3.058,,,,,,
6.134,,,,,,
4.563,,,,,,
2.238,,,,,,
1.983,,,,,,
4.254,,,,,,
2.689,,,,,,
2.392,,,,,,
2.112,,,,,,
3.291,,,,,,
1.67,,,,,,
0.536,,,,,,
2.342,,,,,,
2.413,,,,,,
3.199,,,,,,
9.42,,,,,,
1.985,,,,,,
4.389,,,,,,
5.845,,,,,,
2.092,,,,,,
4.042,,,,,,
2.151,,,,,,
6.145,,,,,,
2.975,,,,,,
1.57,,,,,,
4.014,,,,,,
3.366,,,,,,
3.702,,,,,,
3.684,,,,,,
4.026,,,,,,
2.131,,,,,,
5.725,,,,,,
1.04,,,,,,
2.02,,,,,,
2.737,,,,,,
5.108,,,,,,
5.702,,,,,,
4.817,,,,,,
2.588,,,,,,
2.856,,,,,,
2.571,,,,,,
2.376,,,,,,
2.867,,,,,,
2.162,,,,,,
4.352,,,,,,
2.469,,,,,,
3.851,,,,,,
2.646,,,,,,
2.366,,,,,,
6.35,,,,,,
2.441,,,,,,
5.203,,,,,,
2.458,,,,,,
2.725,,,,,,
2.423,,,,,,
5.155,,,,,,
2.011,,,,,,
2.083,,,,,,
2.162,,,,,,
6.161,,,,,,
2.493,,,,,,
4.744,,,,,,
4.57,,,,,,
4.735,,,,,,
2.445,,,,,,
2.822,,,,,,
6.755,,,,,,
3.261,,,,,,
1.231,,,,,,
5.004,,,,,,
2.181,,,,,,
4.046,,,,,,
